longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-121.800.000,37.990.000,16.000.000,3.077.000.000,465.000.000,1.575.000.000,446.000.000,5.500.000,179.500.000.000
-122.580.000,38.460.000,15.000.000,2.936.000.000,517.000.000,1.182.000.000,501.000.000,3.398.100,246.900.000.000
-122.470.000,37.780.000,52.000.000,2.042.000.000,378.000.000,1.153.000.000,408.000.000,4.185.600,404.700.000.000
-118.080.000,34.000.000,32.000.000,1.165.000.000,358.000.000,997.000.000,361.000.000,981.700,166.300.000.000
-122.000.000,37.350.000,20.000.000,4.304.000.000,851.000.000,2.059.000.000,835.000.000,5.167.400,333.000.000.000
-119.020.000,35.410.000,21.000.000,2.534.000.000,554.000.000,1.297.000.000,517.000.000,2.057.500,67.000.000.000
-118.130.000,34.180.000,52.000.000,1.464.000.000,211.000.000,603.000.000,226.000.000,5.830.900,309.100.000.000
-121.940.000,37.270.000,23.000.000,1.932.000.000,552.000.000,997.000.000,482.000.000,3.662.000,211.900.000.000
-120.510.000,35.910.000,39.000.000,768.000.000,162.000.000,264.000.000,118.000.000,5.324.500,250.000.000.000
-121.650.000,38.030.000,28.000.000,3.144.000.000,694.000.000,1.095.000.000,482.000.000,3.440.200,192.400.000.000
-121.620.000,39.790.000,11.000.000,3.835.000.000,727.000.000,1.456.000.000,658.000.000,2.537.400,97.200.000.000
-117.080.000,32.820.000,16.000.000,1.787.000.000,236.000.000,770.000.000,228.000.000,7.129.800,278.600.000.000
-123.210.000,39.140.000,15.000.000,2.235.000.000,545.000.000,1.376.000.000,516.000.000,1.903.200,100.000.000.000
-119.610.000,36.330.000,32.000.000,1.492.000.000,284.000.000,926.000.000,264.000.000,3.013.900,61.500.000.000
-114.980.000,33.070.000,18.000.000,1.183.000.000,363.000.000,374.000.000,127.000.000,3.160.700,57.500.000.000
-118.380.000,34.040.000,36.000.000,3.005.000.000,771.000.000,2.054.000.000,758.000.000,2.043.700,309.100.000.000
-117.990.000,33.700.000,13.000.000,4.013.000.000,903.000.000,1.999.000.000,859.000.000,4.625.000,248.800.000.000
-116.260.000,33.720.000,10.000.000,9.404.000.000,1.827.000.000,3.208.000.000,1.283.000.000,3.108.600,105.800.000.000
-118.400.000,34.000.000,10.000.000,1.526.000.000,339.000.000,705.000.000,268.000.000,5.808.300,321.800.000.000
-120.640.000,35.460.000,6.000.000,5.876.000.000,1.406.000.000,2.877.000.000,1.304.000.000,2.543.700,146.400.000.000
-122.030.000,37.390.000,22.000.000,3.280.000.000,933.000.000,1.842.000.000,795.000.000,4.410.700,232.700.000.000
-118.290.000,33.880.000,36.000.000,1.751.000.000,438.000.000,1.175.000.000,419.000.000,3.073.900,218.600.000.000
-117.020.000,32.690.000,7.000.000,6.055.000.000,1.004.000.000,3.031.000.000,952.000.000,4.436.000,135.000.000.000
-119.320.000,36.300.000,15.000.000,2.864.000.000,571.000.000,1.480.000.000,475.000.000,2.969.800,93.400.000.000
-122.310.000,38.010.000,18.000.000,4.123.000.000,874.000.000,1.895.000.000,772.000.000,3.275.900,195.000.000.000
-118.860.000,34.190.000,27.000.000,1.931.000.000,261.000.000,736.000.000,244.000.000,6.780.500,392.900.000.000
-117.140.000,33.810.000,13.000.000,4.496.000.000,756.000.000,2.044.000.000,695.000.000,3.277.800,148.800.000.000
-118.640.000,34.220.000,25.000.000,2.762.000.000,410.000.000,1.166.000.000,439.000.000,6.864.300,333.700.000.000
-116.630.000,33.890.000,22.000.000,1.540.000.000,364.000.000,610.000.000,268.000.000,1.522.700,71.000.000.000
-118.280.000,34.110.000,45.000.000,1.607.000.000,331.000.000,633.000.000,332.000.000,3.144.500,438.300.000.000
-119.030.000,35.380.000,52.000.000,1.695.000.000,290.000.000,540.000.000,260.000.000,2.731.200,147.100.000.000
-118.260.000,33.880.000,36.000.000,1.212.000.000,222.000.000,775.000.000,224.000.000,5.559.100,136.500.000.000
-117.890.000,33.850.000,18.000.000,2.036.000.000,414.000.000,1.292.000.000,380.000.000,3.875.000,273.000.000.000
-122.090.000,37.380.000,36.000.000,2.587.000.000,416.000.000,1.055.000.000,410.000.000,6.199.500,407.200.000.000
-122.940.000,39.100.000,18.000.000,681.000.000,120.000.000,272.000.000,105.000.000,2.890.600,140.600.000.000
-117.100.000,32.680.000,42.000.000,2.013.000.000,568.000.000,1.920.000.000,557.000.000,2.072.400,107.600.000.000
-118.980.000,35.410.000,36.000.000,1.482.000.000,266.000.000,640.000.000,274.000.000,3.875.000,94.500.000.000
-120.230.000,37.960.000,52.000.000,1.230.000.000,262.000.000,609.000.000,243.000.000,2.005.700,68.200.000.000
-118.200.000,33.940.000,43.000.000,1.934.000.000,511.000.000,1.895.000.000,493.000.000,2.502.900,159.700.000.000
-121.300.000,37.950.000,9.000.000,674.000.000,242.000.000,575.000.000,193.000.000,2.202.400,45.000.000.000
-121.740.000,38.550.000,33.000.000,6.861.000.000,1.820.000.000,3.717.000.000,1.767.000.000,1.731.100,182.600.000.000
-121.960.000,37.330.000,35.000.000,2.294.000.000,411.000.000,1.054.000.000,449.000.000,4.066.700,276.900.000.000
-120.600.000,37.360.000,27.000.000,2.521.000.000,484.000.000,1.307.000.000,456.000.000,3.091.100,86.900.000.000
-122.470.000,37.700.000,44.000.000,2.034.000.000,423.000.000,1.491.000.000,373.000.000,4.534.100,236.500.000.000
-117.050.000,32.580.000,23.000.000,1.918.000.000,339.000.000,1.392.000.000,340.000.000,4.087.000,134.800.000.000
-117.900.000,33.870.000,34.000.000,1.411.000.000,292.000.000,1.040.000.000,299.000.000,3.433.800,195.200.000.000
-117.230.000,32.870.000,15.000.000,2.290.000.000,662.000.000,1.034.000.000,594.000.000,3.010.400,204.200.000.000
-122.080.000,37.880.000,24.000.000,2.059.000.000,462.000.000,410.000.000,294.000.000,2.397.100,99.400.000.000
-118.210.000,33.800.000,45.000.000,1.160.000.000,274.000.000,1.095.000.000,269.000.000,2.730.800,139.000.000.000
-122.080.000,37.640.000,30.000.000,5.267.000.000,1.253.000.000,4.065.000.000,1.113.000.000,3.347.900,182.100.000.000
-118.380.000,34.140.000,40.000.000,1.965.000.000,354.000.000,666.000.000,357.000.000,6.087.600,483.800.000.000
-118.200.000,33.800.000,45.000.000,2.456.000.000,495.000.000,1.300.000.000,450.000.000,3.979.200,210.200.000.000
-117.620.000,33.430.000,27.000.000,3.858.000.000,1.062.000.000,2.321.000.000,873.000.000,3.315.500,231.000.000.000
-122.110.000,37.400.000,31.000.000,2.836.000.000,490.000.000,1.138.000.000,481.000.000,4.951.900,500.001.000.000
-122.840.000,38.980.000,21.000.000,939.000.000,176.000.000,556.000.000,178.000.000,1.719.600,75.000.000.000
-121.260.000,38.270.000,20.000.000,1.314.000.000,229.000.000,712.000.000,219.000.000,4.412.500,144.600.000.000
-116.890.000,33.730.000,15.000.000,2.094.000.000,316.000.000,937.000.000,277.000.000,5.362.300,201.300.000.000
-122.670.000,38.440.000,32.000.000,3.771.000.000,741.000.000,1.786.000.000,721.000.000,3.241.500,172.200.000.000
-117.940.000,33.870.000,46.000.000,2.066.000.000,450.000.000,1.275.000.000,448.000.000,3.937.500,187.000.000.000
-118.140.000,34.690.000,34.000.000,1.439.000.000,327.000.000,708.000.000,298.000.000,3.269.900,100.000.000.000
-122.400.000,37.590.000,22.000.000,2.754.000.000,477.000.000,1.163.000.000,479.000.000,6.230.600,500.001.000.000
-118.080.000,33.840.000,28.000.000,4.216.000.000,948.000.000,2.997.000.000,896.000.000,3.796.100,162.700.000.000
-116.360.000,33.780.000,6.000.000,24.121.000.000,4.522.000.000,4.176.000.000,2.221.000.000,3.379.900,239.300.000.000
-117.940.000,33.850.000,26.000.000,1.888.000.000,429.000.000,1.550.000.000,458.000.000,3.339.300,168.600.000.000
-117.470.000,33.940.000,34.000.000,559.000.000,139.000.000,532.000.000,137.000.000,3.068.700,88.500.000.000
-117.640.000,33.650.000,4.000.000,6.842.000.000,1.512.000.000,3.256.000.000,1.439.000.000,5.413.200,216.600.000.000
-118.500.000,34.240.000,34.000.000,2.634.000.000,412.000.000,1.114.000.000,423.000.000,5.940.100,315.300.000.000
-118.190.000,33.780.000,24.000.000,225.000.000,72.000.000,439.000.000,71.000.000,2.853.300,137.500.000.000
-117.660.000,34.120.000,16.000.000,3.853.000.000,541.000.000,1.726.000.000,497.000.000,6.119.500,251.100.000.000
-122.300.000,37.970.000,34.000.000,2.854.000.000,528.000.000,1.211.000.000,452.000.000,3.535.300,164.700.000.000
-122.140.000,37.680.000,31.000.000,3.184.000.000,716.000.000,1.561.000.000,628.000.000,2.795.500,183.100.000.000
-118.260.000,33.940.000,41.000.000,1.510.000.000,410.000.000,1.408.000.000,389.000.000,1.650.000,94.200.000.000
-118.230.000,33.930.000,39.000.000,2.065.000.000,532.000.000,2.015.000.000,535.000.000,847.800,104.900.000.000
-120.960.000,38.660.000,11.000.000,2.339.000.000,436.000.000,1.062.000.000,380.000.000,3.903.600,180.800.000.000
-117.840.000,35.350.000,28.000.000,1.913.000.000,486.000.000,858.000.000,371.000.000,1.996.200,50.800.000.000
-119.160.000,34.200.000,35.000.000,2.183.000.000,636.000.000,3.504.000.000,623.000.000,1.970.400,160.300.000.000
-122.650.000,38.230.000,52.000.000,1.735.000.000,347.000.000,712.000.000,343.000.000,3.171.100,200.800.000.000
-121.880.000,37.370.000,14.000.000,6.016.000.000,1.404.000.000,3.258.000.000,1.316.000.000,3.574.500,333.700.000.000
-118.400.000,34.040.000,43.000.000,3.863.000.000,537.000.000,1.398.000.000,511.000.000,8.593.800,500.001.000.000
-118.270.000,34.110.000,36.000.000,1.832.000.000,539.000.000,934.000.000,486.000.000,3.052.100,276.600.000.000
-118.440.000,34.300.000,38.000.000,1.595.000.000,314.000.000,1.181.000.000,327.000.000,3.400.000,155.500.000.000
-121.770.000,37.680.000,41.000.000,1.501.000.000,299.000.000,629.000.000,288.000.000,4.680.600,209.400.000.000
-119.990.000,38.880.000,17.000.000,2.807.000.000,529.000.000,675.000.000,251.000.000,2.745.700,107.800.000.000
-118.360.000,33.960.000,26.000.000,3.543.000.000,1.055.000.000,2.742.000.000,951.000.000,2.550.400,151.300.000.000
-118.320.000,33.970.000,52.000.000,1.778.000.000,320.000.000,795.000.000,279.000.000,3.511.400,138.800.000.000
-118.270.000,34.270.000,27.000.000,5.205.000.000,859.000.000,2.363.000.000,888.000.000,6.194.600,276.100.000.000
-116.810.000,33.900.000,17.000.000,2.009.000.000,469.000.000,820.000.000,381.000.000,1.328.600,81.800.000.000
-118.390.000,33.960.000,45.000.000,1.436.000.000,374.000.000,662.000.000,292.000.000,3.625.000,329.400.000.000
-118.070.000,33.910.000,29.000.000,2.387.000.000,570.000.000,1.978.000.000,548.000.000,3.195.700,159.200.000.000
-118.350.000,34.220.000,30.000.000,1.260.000.000,222.000.000,638.000.000,229.000.000,4.130.200,258.300.000.000
-118.430.000,34.020.000,41.000.000,2.403.000.000,516.000.000,1.001.000.000,514.000.000,4.390.600,500.001.000.000
-121.730.000,37.680.000,17.000.000,20.354.000.000,3.493.000.000,8.768.000.000,3.293.000.000,5.449.600,238.900.000.000
-117.310.000,32.980.000,17.000.000,2.789.000.000,648.000.000,849.000.000,345.000.000,4.101.200,244.700.000.000
-122.290.000,37.560.000,12.000.000,6.474.000.000,1.467.000.000,2.516.000.000,1.390.000.000,5.035.300,305.800.000.000
-119.690.000,34.380.000,39.000.000,1.383.000.000,459.000.000,677.000.000,362.000.000,2.250.000,281.300.000.000
-122.070.000,38.000.000,37.000.000,978.000.000,202.000.000,462.000.000,184.000.000,3.625.000,156.300.000.000
-118.050.000,34.160.000,41.000.000,3.320.000.000,713.000.000,1.236.000.000,659.000.000,3.569.400,278.600.000.000
-122.070.000,37.660.000,28.000.000,2.280.000.000,610.000.000,1.255.000.000,587.000.000,2.671.900,161.200.000.000
-121.800.000,37.270.000,10.000.000,3.301.000.000,593.000.000,2.190.000.000,575.000.000,6.223.000,260.700.000.000
-122.690.000,38.340.000,23.000.000,2.846.000.000,516.000.000,1.526.000.000,492.000.000,3.733.000,163.500.000.000
-117.080.000,32.700.000,35.000.000,1.477.000.000,264.000.000,852.000.000,279.000.000,3.178.600,100.600.000.000
-119.760.000,36.730.000,46.000.000,1.347.000.000,282.000.000,854.000.000,267.000.000,1.872.300,52.600.000.000
-118.370.000,34.050.000,52.000.000,1.563.000.000,306.000.000,776.000.000,308.000.000,3.625.000,440.900.000.000
-122.700.000,38.350.000,14.000.000,1.555.000.000,369.000.000,493.000.000,335.000.000,1.603.300,67.500.000.000
-118.130.000,34.010.000,45.000.000,1.179.000.000,268.000.000,736.000.000,252.000.000,2.708.300,161.800.000.000
-119.350.000,36.210.000,26.000.000,2.481.000.000,586.000.000,1.445.000.000,498.000.000,1.637.800,60.300.000.000
-117.670.000,34.030.000,20.000.000,8.561.000.000,1.411.000.000,4.861.000.000,1.450.000.000,4.705.600,165.500.000.000
-117.970.000,34.150.000,33.000.000,2.474.000.000,472.000.000,1.268.000.000,437.000.000,6.457.600,500.001.000.000
-118.080.000,34.080.000,38.000.000,1.889.000.000,407.000.000,1.330.000.000,396.000.000,3.921.900,205.200.000.000
-121.230.000,38.780.000,13.000.000,3.813.000.000,871.000.000,1.513.000.000,783.000.000,2.080.700,142.600.000.000
-118.200.000,34.020.000,49.000.000,1.098.000.000,317.000.000,1.411.000.000,301.000.000,2.750.000,146.000.000.000
-118.170.000,34.020.000,41.000.000,676.000.000,216.000.000,851.000.000,199.000.000,2.307.700,140.600.000.000
-117.800.000,34.060.000,34.000.000,1.081.000.000,205.000.000,1.325.000.000,252.000.000,3.629.800,108.500.000.000
-118.300.000,33.970.000,46.000.000,1.425.000.000,317.000.000,1.140.000.000,304.000.000,3.375.000,98.500.000.000
-122.470.000,37.690.000,30.000.000,837.000.000,213.000.000,606.000.000,199.000.000,4.875.000,258.800.000.000
-118.200.000,33.960.000,44.000.000,2.144.000.000,477.000.000,1.760.000.000,452.000.000,2.322.100,161.600.000.000
-117.130.000,32.910.000,16.000.000,2.715.000.000,581.000.000,1.619.000.000,584.000.000,4.000.000,154.700.000.000
-119.770.000,36.810.000,25.000.000,1.565.000.000,271.000.000,661.000.000,275.000.000,3.427.900,84.700.000.000
-118.470.000,34.250.000,21.000.000,2.692.000.000,477.000.000,1.330.000.000,456.000.000,4.541.700,238.900.000.000
-122.250.000,37.800.000,42.000.000,4.120.000.000,1.065.000.000,1.715.000.000,1.015.000.000,2.934.500,225.000.000.000
-118.500.000,34.170.000,37.000.000,880.000.000,154.000.000,369.000.000,155.000.000,4.142.900,303.600.000.000
-122.240.000,37.490.000,38.000.000,4.105.000.000,950.000.000,2.561.000.000,909.000.000,3.868.400,265.600.000.000
-117.150.000,32.930.000,16.000.000,2.718.000.000,438.000.000,1.515.000.000,431.000.000,5.143.300,185.300.000.000
-120.850.000,37.770.000,35.000.000,404.000.000,96.000.000,261.000.000,100.000.000,2.458.300,75.000.000.000
-122.250.000,37.830.000,35.000.000,1.613.000.000,428.000.000,675.000.000,422.000.000,3.472.200,243.100.000.000
-118.330.000,33.770.000,33.000.000,4.244.000.000,595.000.000,1.534.000.000,557.000.000,9.821.400,500.001.000.000
-124.150.000,40.780.000,41.000.000,2.127.000.000,358.000.000,911.000.000,349.000.000,3.171.100,104.200.000.000
-117.940.000,33.790.000,24.000.000,4.179.000.000,784.000.000,1.902.000.000,733.000.000,4.798.600,236.500.000.000
-121.590.000,39.150.000,5.000.000,1.922.000.000,489.000.000,938.000.000,439.000.000,2.047.400,61.300.000.000
-122.690.000,38.440.000,31.000.000,1.808.000.000,315.000.000,691.000.000,280.000.000,3.858.300,193.200.000.000
-122.510.000,38.760.000,9.000.000,2.589.000.000,482.000.000,1.050.000.000,374.000.000,4.043.500,132.600.000.000
-117.890.000,33.610.000,45.000.000,1.883.000.000,419.000.000,653.000.000,328.000.000,4.222.200,500.001.000.000
-117.190.000,32.770.000,9.000.000,634.000.000,152.000.000,248.000.000,133.000.000,3.857.100,143.800.000.000
-117.150.000,32.750.000,40.000.000,2.261.000.000,579.000.000,903.000.000,525.000.000,2.465.000,198.700.000.000
-122.210.000,37.480.000,20.000.000,505.000.000,216.000.000,326.000.000,216.000.000,2.928.600,237.500.000.000
-118.250.000,33.790.000,38.000.000,1.730.000.000,460.000.000,1.724.000.000,424.000.000,2.730.800,150.400.000.000
-120.490.000,40.310.000,16.000.000,1.821.000.000,360.000.000,969.000.000,359.000.000,3.464.300,85.100.000.000
-118.300.000,33.740.000,20.000.000,2.625.000.000,673.000.000,1.184.000.000,606.000.000,3.916.700,285.200.000.000
-117.140.000,32.700.000,47.000.000,552.000.000,161.000.000,593.000.000,174.000.000,958.900,90.000.000.000
-121.300.000,37.970.000,52.000.000,2.259.000.000,417.000.000,766.000.000,385.000.000,2.298.100,105.400.000.000
-119.780.000,36.750.000,31.000.000,1.404.000.000,379.000.000,1.515.000.000,387.000.000,1.281.300,56.400.000.000
-118.380.000,34.180.000,32.000.000,3.553.000.000,1.060.000.000,3.129.000.000,1.010.000.000,2.560.300,174.200.000.000
-118.130.000,34.100.000,24.000.000,4.670.000.000,1.185.000.000,2.478.000.000,1.107.000.000,3.197.500,252.400.000.000
-118.300.000,33.730.000,42.000.000,1.731.000.000,435.000.000,866.000.000,403.000.000,2.745.100,255.400.000.000
-118.440.000,33.990.000,44.000.000,305.000.000,72.000.000,156.000.000,70.000.000,5.964.100,275.000.000.000
-117.480.000,34.080.000,17.000.000,1.834.000.000,390.000.000,1.253.000.000,357.000.000,3.102.800,106.400.000.000
-122.350.000,37.970.000,31.000.000,2.892.000.000,685.000.000,2.104.000.000,641.000.000,3.218.800,113.800.000.000
-119.710.000,34.410.000,31.000.000,1.034.000.000,319.000.000,997.000.000,308.000.000,2.653.800,231.800.000.000
-116.920.000,32.810.000,23.000.000,2.668.000.000,528.000.000,1.510.000.000,524.000.000,3.366.900,158.900.000.000
-122.110.000,37.660.000,35.000.000,2.843.000.000,652.000.000,1.726.000.000,643.000.000,3.090.000,174.100.000.000
-117.410.000,33.940.000,29.000.000,3.181.000.000,714.000.000,1.603.000.000,706.000.000,3.250.000,112.500.000.000
-122.450.000,37.740.000,38.000.000,5.688.000.000,930.000.000,2.263.000.000,908.000.000,6.203.000,346.800.000.000
-118.360.000,33.800.000,38.000.000,2.553.000.000,400.000.000,1.042.000.000,393.000.000,6.974.200,500.001.000.000
-121.660.000,36.680.000,10.000.000,913.000.000,265.000.000,508.000.000,251.000.000,991.400,147.500.000.000
-122.420.000,37.760.000,52.000.000,2.038.000.000,629.000.000,2.007.000.000,596.000.000,2.570.100,266.700.000.000
-118.290.000,34.050.000,30.000.000,1.417.000.000,589.000.000,1.615.000.000,540.000.000,1.386.700,193.800.000.000
-119.820.000,34.430.000,15.000.000,1.482.000.000,345.000.000,669.000.000,379.000.000,3.077.300,112.500.000.000
-119.340.000,36.220.000,38.000.000,2.708.000.000,460.000.000,1.260.000.000,455.000.000,3.090.500,78.200.000.000
-121.500.000,38.610.000,5.000.000,1.395.000.000,373.000.000,638.000.000,322.000.000,2.674.500,225.000.000.000
-121.880.000,37.460.000,5.000.000,1.819.000.000,245.000.000,802.000.000,228.000.000,10.972.200,500.001.000.000
-118.270.000,33.940.000,34.000.000,721.000.000,165.000.000,661.000.000,171.000.000,2.078.900,92.400.000.000
-122.170.000,37.730.000,46.000.000,2.163.000.000,470.000.000,925.000.000,435.000.000,3.250.000,177.500.000.000
-122.220.000,37.850.000,28.000.000,5.287.000.000,1.048.000.000,2.031.000.000,956.000.000,5.457.000,337.300.000.000
-117.200.000,32.830.000,36.000.000,1.089.000.000,240.000.000,623.000.000,226.000.000,2.590.900,176.000.000.000
-120.690.000,35.490.000,16.000.000,2.666.000.000,450.000.000,1.203.000.000,429.000.000,4.137.500,222.400.000.000
-122.700.000,38.970.000,17.000.000,2.554.000.000,540.000.000,723.000.000,319.000.000,3.237.500,114.200.000.000
-118.370.000,34.150.000,29.000.000,2.630.000.000,617.000.000,1.071.000.000,573.000.000,3.366.900,376.100.000.000
